client_id,account_number,num_trades,total_volume,partner_id,bank_id,bank_name,entity_name,is_in_fraud_ring
C_001071,808728C10,1,753279.46,P_0029,22091,UK Bank #44,Partnership #35182,True
C_001072,808749300,1,1324.82,P_0191,222268,UK Bank #1,Partnership #34904,False
C_001073,80874AF30,1,19.05,P_0191,222697,UK Bank #52,Corporation #32468,False
C_001074,80874BAC0,1,2555.03,P_0191,22541,UK Bank #47,Partnership #35142,False
C_001075,808752270,1,219.65,P_0191,22575,UK Bank #5,Partnership #39386,False
C_001076,808753580,1,3657.28,P_0191,122047,UK Bank #42,Sole Proprietorship #34756,False
C_001077,80875E3C0,1,3379.45,P_0191,22575,UK Bank #5,Sole Proprietorship #34253,False
C_001078,80878BA20,1,6791.69,P_0134,13057,France Bank #35,Corporation #26138,True
C_001079,8087B2BC0,1,1950.17,P_0191,222819,UK Bank #37,Sole Proprietorship #43180,False
C_001080,8087B2D90,1,842.2,P_0191,21884,UK Bank #33,Corporation #51871,False
C_001081,8087B31F0,1,1623.43,P_0191,222697,UK Bank #52,Corporation #32563,False
C_001082,8087C02B0,1,133.97,P_0191,122405,UK Bank #6,Corporation #32973,False
C_001083,8087F4940,1,17049.76,P_0083,222697,UK Bank #52,Sole Proprietorship #54805,True
C_001084,808831560,1,6616.25,P_0134,115159,First Bank of Billings,Partnership #5848,False
C_001085,80886BCB0,1,918.26,P_0138,7,India Bank #25,Sole Proprietorship #34553,True
C_001086,80887AC50,1,976.28,P_0036,117453,First Bank of Huron,Sole Proprietorship #14186,True
C_001087,80888DC20,1,13215.49,P_0072,122545,UK Bank #59,Corporation #32563,True
C_001088,8088EBD30,1,88.26,P_0056,35949,Germany Bank #4058,Sole Proprietorship #27107,False
C_001089,80897F6B0,1,306.72,P_0032,1411,Bank of the South,Partnership #2025,False
C_001090,8089814C0,1,1321.9,P_0032,12359,First Bank of Tuscon,Partnership #13198,False
C_001091,808982120,1,1524.34,P_0032,121358,National Bank of Huron,Sole Proprietorship #6157,False
C_001092,808982350,1,4650.62,P_0032,1047,Flagstone Federal Bank,Sole Proprietorship #9131,False
C_001093,8089857F0,1,189.92,P_0032,214621,Savings Bank of Augusta,Partnership #3434,False
C_001094,8089863B0,1,4553.04,P_0032,219969,Bank of Billings,Corporation #13723,False
C_001095,8089888D0,1,2800.41,P_0032,214609,National Bank of Providence,Sole Proprietorship #6163,False
C_001096,80898DBC0,1,974.48,P_0032,120438,Oak Bancorp,Partnership #1113,False
C_001097,808998670,1,188.38,P_0032,222363,Sappo Bancorp,Sole Proprietorship #10056,False
C_001098,80899CDD0,1,556.96,P_0032,8805,National Bank of Denver,Partnership #3909,False
C_001099,808A00B60,1,8364848.17,P_0066,29685,The Pine Credit Union,Corporation #10806,True
C_001100,808A05220,1,129476.42,P_0044,120046,Savings Bank of Pittsburgh,Corporation #48649,True
C_001101,808A32010,1,13749.45,P_0114,11474,First Bank of Butte,Partnership #1758,True
C_001102,808AADB60,1,3109.85,P_0072,121580,UK Bank #36,Corporation #40611,True
C_001103,808AE2130,1,1259.25,P_0101,222268,UK Bank #1,Corporation #32962,True
C_001104,808AE2440,1,2495.59,P_0101,221765,UK Bank #17,Sole Proprietorship #34547,False
C_001105,808AF4080,1,2186.13,P_0101,23497,UK Bank #4,Partnership #35591,False
C_001106,808AF4CC0,1,804.71,P_0101,22422,UK Bank #41,Corporation #32968,False
C_001107,808B174B0,1,2140.91,P_0101,222697,UK Bank #52,Corporation #32967,False
C_001108,808B178F0,1,2008.81,P_0101,122463,UK Bank #55,Partnership #43764,False
C_001109,808B18D40,1,1105.83,P_0101,23501,UK Bank #8,Partnership #35672,False
C_001110,808B19130,1,1061.07,P_0101,22155,UK Bank #40,Partnership #34689,False
C_001111,808B6B340,1,290.0,P_0101,23776,UK Bank #63,Sole Proprietorship #34618,False
C_001112,808C0E7A0,1,6354.61,P_0185,22575,UK Bank #5,Partnership #35574,True
C_001113,808C1A3D0,1,3813.28,P_0006,211,UK Bank #29,Corporation #32977,False
C_001114,808C45FE0,1,10058.54,P_0173,1501,Germany Bank #239,Partnership #28832,True
C_001115,808CEB360,1,2873.97,P_0006,222858,UK Bank #49,Partnership #49332,False
C_001116,808CF7D60,1,1696.87,P_0115,19746,First Bank of Tuscon,Corporation #10989,False
C_001117,808CF8120,1,4929.64,P_0088,1241,Flagstone Bancorp,Sole Proprietorship #5470,True
C_001118,808CF9230,1,3790.09,P_0115,221527,Savings Bank of Albany,Partnership #7875,False
C_001119,808D16FB0,1,1799.12,P_0115,3051,Acme Community Bank,Partnership #18314,False
C_001120,808D1D510,1,1401.94,P_0115,215266,National Bank of Indianapolis,Partnership #13445,False
C_001121,808D58BC0,1,1518.56,P_0115,12359,First Bank of Tuscon,Partnership #4806,False
C_001122,808D5D8C0,1,4412.34,P_0115,221891,Savings Bank of Los Angeles,Corporation #3485,False
C_001123,808D5ECB0,1,893.79,P_0115,14433,Bank of Springfield,Sole Proprietorship #6541,False
C_001124,808D74A80,1,3028.84,P_0006,220541,UK Bank #31,Partnership #34904,False
C_001125,808D78400,1,16902.91,P_0182,222819,UK Bank #37,Sole Proprietorship #14097,True
C_001126,808DAF450,1,2968.83,P_0006,23886,UK Bank #208,Corporation #32940,False
C_001127,808DAF620,1,2004.63,P_0006,5,UK Bank #0,Corporation #32965,False
C_001128,808DD79F0,1,1934.24,P_0006,23886,UK Bank #208,Partnership #34759,False
C_001129,808E22AB0,1,3782.86,P_0006,23731,UK Bank #51,Partnership #35574,False
C_001130,808E44B10,1,6424.46,P_0145,211,UK Bank #29,Sole Proprietorship #6319,True
C_001131,808E906D0,1,100.59,P_0155,3262,National Bank of Lincoln,Sole Proprietorship #11389,False
C_001132,808ED6780,1,15382.44,P_0104,22828,Bank of Chicago,Corporation #38170,True
C_001133,808F449C0,1,11798.68,P_0077,8455,Slovenia Bank #777,Partnership #1919,True
C_001134,808F5A660,1,31368.46,P_0061,18475,China Bank #20,Corporation #55352,False
C_001135,808F5C000,1,16211.08,P_0061,218989,China Bank #254,Corporation #47556,False
C_001136,808F5C360,1,995.95,P_0061,29992,China Bank #71,Partnership #30978,False
C_001137,808F618C0,1,778.5,P_0061,3,China Bank #14,Partnership #30410,False
C_001138,808F714D0,1,17257.6,P_0061,224782,China Bank #53,Partnership #45746,False
C_001139,808F72FB0,1,24305.28,P_0061,9328,China Bank #11,Corporation #28223,False
C_001140,808F73F10,1,32821.52,P_0061,13067,China Bank #204,Sole Proprietorship #29714,False
C_001141,808F7A310,1,31132.44,P_0061,19318,China Bank #38,Partnership #31625,False
C_001142,808F7AC70,1,30221.84,P_0061,219194,China Bank #60,Corporation #28867,False
C_001143,808F7AF80,1,21800.09,P_0061,18196,China Bank #29,Sole Proprietorship #29292,False
C_001144,808F7B2F0,1,25308.98,P_0061,9417,China Bank #23,Corporation #9086,False
C_001145,809031FD0,1,100.11,P_0157,122946,UK Bank #56,Sole Proprietorship #34714,False
C_001146,8090545A0,1,66.63,P_0155,32606,Brownstone Trust Bank,Partnership #3372,False
C_001147,8090CF330,1,210.16,P_0027,324845,Canada Bank #86,Partnership #36051,False
C_001148,80911C350,1,3632.19,P_0015,19,Australia Bank #3,Sole Proprietorship #34849,True
C_001149,8091259A0,1,174.69,P_0056,320961,Spain Bank #5080,Corporation #39347,False
C_001150,80913D6A0,1,52.47,P_0155,34442,First Bank of Billings,Partnership #13301,False
C_001151,809158E50,2,5263.37,P_0160,210,Canada Bank #27,Corporation #33705,True
C_001152,809176AF0,1,5343.09,P_0177,24941,Canada Bank #15,Corporation #33705,True
C_001153,8091D2880,1,432.66,P_0155,32415,Bank of the South,Partnership #19161,False
C_001154,809326EF0,1,14414543.2,P_0066,113865,First Bank of Danbury,Sole Proprietorship #13033,True
C_001155,80932E380,1,378.51,P_0064,122055,Canada Bank #24,Corporation #44442,True
C_001156,809361700,1,96680.89,P_0044,28255,Bank of Augusta,Sole Proprietorship #3537,True
C_001157,80939AC70,1,176.06,P_0056,34630,France Bank #3939,Corporation #51022,False
C_001158,809510B10,1,15793.48,P_0057,214,Canada Bank #26,Sole Proprietorship #34849,True
C_001159,809518AA0,1,499.24,P_0027,325540,Canada Bank #702,Corporation #33125,False
C_001160,8095B6AF0,1,13387.39,P_0092,25534,Canada Bank #43,Sole Proprietorship #6217,True
C_001161,8095BB510,1,273.05,P_0027,325012,Canada Bank #98,Corporation #33351,False
C_001162,809648930,1,374.62,P_0159,24856,Canada Bank #11,Sole Proprietorship #12884,False
C_001163,8096C6720,1,2952.4,P_0129,25202,Canada Bank #36,Partnership #35725,True
C_001164,8096D1D60,1,525.76,P_0027,324846,Canada Bank #703,Sole Proprietorship #35374,False
C_001165,80974CBF0,1,10586.64,P_0083,225454,Canada Bank #44,Partnership #36051,True
C_001166,809768440,1,14464.64,P_0074,5175,Germany Bank #59,Partnership #27311,True
C_001167,8097D85A0,1,12529.32,P_0011,115159,First Bank of Billings,Partnership #13955,True
C_001168,8097F63E0,1,9113.01,P_0104,210,Canada Bank #27,Partnership #53398,True
C_001169,8098BC930,1,76158.91,P_0044,27637,Spruce Bancorp,Partnership #10962,True
C_001170,8098DA930,1,1781903.4,P_0090,225215,Canada Bank #4,Sole Proprietorship #34849,True
C_001171,80994CE30,1,63.64,P_0027,325748,Canada Bank #648,Partnership #36105,False
C_001172,809954440,1,84.28,P_0027,325540,Canada Bank #702,Partnership #36051,False
C_001173,809974930,4,7384.639999999999,P_0199,225734,Canada Bank #62,Sole Proprietorship #44813,False
C_001174,8099AF420,1,970.21,P_0027,325174,Canada Bank #575,Partnership #36104,False
C_001175,8099B03F0,1,6407.69,P_0063,26174,Canada Bank #63,Sole Proprietorship #1022,True
C_001176,8099B6BD0,1,404.67,P_0027,326023,Canada Bank #708,Partnership #36105,False
C_001177,809AE0AB0,2,58369.78,P_0168,311062,Japan Bank #312,Corporation #40547,False
C_001178,809B03350,1,0.02,P_0168,326616,Japan Bank #542,Sole Proprietorship #31565,False
C_001179,809B70360,1,13312.25,P_0159,5140,Bank of Laramie,Sole Proprietorship #13340,True
C_001180,809B94750,1,11497.09,P_0148,221130,Desert Savings Bank,Partnership #3115,True
C_001181,809BBC7B0,1,4795.61,P_0145,6179,Acme Trust Bank,Partnership #14178,True
C_001182,809C04750,1,20571.76,P_0199,10642,First Bank of Springfield,Partnership #6347,True
C_001183,809C70960,1,146.08,P_0155,39438,Acme Federal Bank,Sole Proprietorship #17852,False
C_001184,809C95C10,1,2831.2,P_0184,25170,Canada Bank #28,Partnership #36051,False
C_001185,809CD3B70,4,1890.62,P_0159,126191,Canada Bank #47,Partnership #5796,False
C_001186,809CDB340,1,6870.05,P_0057,26302,Canada Bank #51,Corporation #33614,True
C_001187,809D0B240,1,5709.27,P_0184,26174,Canada Bank #63,Partnership #36051,False
C_001188,809D10160,1,1135.5,P_0184,25202,Canada Bank #36,Corporation #33433,False
C_001189,809D273B0,1,5013.6,P_0184,126107,Canada Bank #121,Corporation #33616,False
C_001190,809D2B0F0,1,17176.41,P_0104,126191,Canada Bank #47,Corporation #33559,True
C_001191,809D30840,1,1426.97,P_0184,226735,Canada Bank #52,Corporation #33351,False
C_001192,809D45330,1,2209.1,P_0197,25202,Canada Bank #36,Partnership #35744,False
C_001193,809D4A3C0,1,6315.39,P_0197,125607,Canada Bank #35,Partnership #36105,False
C_001194,809D4A640,1,4793.44,P_0197,226391,Canada Bank #60,Sole Proprietorship #35096,False
C_001195,809D4BA30,1,4345.66,P_0197,25665,Canada Bank #25,Partnership #36104,False
C_001196,809D4BAD0,1,5362.22,P_0197,25113,Canada Bank #32,Partnership #35742,False
C_001197,809D4FF40,1,4436.21,P_0197,25170,Canada Bank #28,Partnership #35725,False
C_001198,809D52D70,1,1014.85,P_0197,126200,Canada Bank #59,Corporation #33366,False
C_001199,809D55A70,1,4879.6,P_0197,125575,Canada Bank #42,Partnership #36112,False
C_001200,809D6B5C0,1,579.52,P_0027,324965,Canada Bank #117,Partnership #35725,False
C_001201,809DAEC50,1,24.8,P_0184,25534,Canada Bank #43,Partnership #36117,False
C_001202,809DB2950,1,3608.08,P_0184,126191,Canada Bank #47,Corporation #33718,False
C_001203,809DFF880,1,11624.53,P_0077,126191,Canada Bank #47,Sole Proprietorship #35096,True
C_001204,809E26AD0,1,918374.42,P_0170,213,Mexico Bank #0,Partnership #36105,True
C_001205,809E2CA80,1,650.25,P_0184,227250,Canada Bank #58,Corporation #33124,False
C_001206,809E7C580,2,1412.26,P_0027,325666,Canada Bank #690,Partnership #49740,False
C_001207,809E842E0,1,133.02,P_0027,327187,Canada Bank #724,Sole Proprietorship #34861,False
C_001208,809E91DA0,1,239.47,P_0155,32139,The Pine Credit Union,Partnership #39627,False
C_001209,809EBEDA0,1,1690.23,P_0155,315248,Acme Cooperative Bank,Corporation #9828,False
C_001210,809F5BDC0,1,2241.01,P_0129,24161,First Bank of Chicago,Sole Proprietorship #13555,True
C_001211,809F77020,1,6756258.13,P_0083,27120,Canada Bank #57,Sole Proprietorship #12600,True
C_001212,809FA6F80,1,521.61,P_0155,34873,Savings Bank of Providence,Partnership #54066,False
C_001213,809FD84D0,1,2800.04,P_0016,513,National Bank of New Orleans,Sole Proprietorship #13630,False
C_001214,809FDAE30,1,4163.72,P_0016,127142,First Bank of Butte,Sole Proprietorship #4425,False
C_001215,809FDC2F0,1,2546.23,P_0016,218472,First Bank of Houston,Partnership #55168,False
C_001216,809FDFC70,1,4102.59,P_0016,223649,Savings Bank of Plattsburg,Corporation #5255,False
C_001217,809FF8270,1,994.72,P_0016,2952,Sunrise Credit Union,Corporation #12777,False
C_001218,809FFB330,1,1219.94,P_0016,2385,Hearthstone Savings Bank,Corporation #14201,False
C_001219,809FFB4C0,1,308.81,P_0155,33040,Savings Bank of New Orleans,Partnership #6984,False
C_001220,80A00A840,1,425.23,P_0155,313518,Hilltop Cooperative Bank,Corporation #765,False
C_001221,80A00DA60,1,2708.49,P_0016,226041,Bank of Danbury,Sole Proprietorship #1542,False
C_001222,80A0111D0,1,4422.7,P_0016,23833,Arbor Federal Bank,Corporation #2945,False
C_001223,80A011920,1,872.75,P_0016,226657,Brownstone Credit Union,Partnership #22579,False
C_001224,80A012230,1,4561.75,P_0016,111631,Savings Bank of Pittsburgh,Partnership #3478,False
C_001225,80A03A470,1,15912.02,P_0015,1457,National Bank of Helena,Sole Proprietorship #4859,True
C_001226,80A0486E0,1,18541.68,P_0043,19888,Savings Bank of Butte,Partnership #14456,True
C_001227,80A04AE20,1,299.21,P_0155,37285,Future Bancorp,Sole Proprietorship #17791,False
C_001228,80A0780F0,1,17932.9,P_0160,111764,Golden Credit Union,Sole Proprietorship #13702,True
C_001229,80A0F74D0,1,4890.17,P_0072,1601,Acme Cooperative Bank,Partnership #14521,True
C_001230,80A114780,1,12803.72,P_0149,28,Australia Bank #0,Corporation #33736,True
C_001231,80A12EEA0,1,11140.48,P_0011,19,Australia Bank #3,Corporation #34165,True
C_001232,80A1865E0,1,140.82,P_0155,3689,Plateau Federal Bank,Partnership #13977,False
C_001233,80A197F80,1,3994.32,P_0003,211,UK Bank #29,Corporation #33736,False
C_001234,80A19C860,1,4552.48,P_0003,28,Australia Bank #0,Partnership #36506,False
C_001235,80A1C21D0,1,2474.34,P_0003,6,India Bank #0,Corporation #33736,False
C_001236,80A1D1480,1,373.1,P_0003,28,Australia Bank #0,Partnership #36506,False
C_001237,80A1D17F0,1,236.93,P_0116,327787,Australia Bank #837,Corporation #43613,False
C_001238,80A1D6B40,1,298.13,P_0003,28,Australia Bank #0,Partnership #36506,False
C_001239,80A1DBA60,1,396.52,P_0003,211,UK Bank #29,Corporation #33736,False
C_001240,80A1DEEB0,1,6364.04,P_0003,27621,Australia Bank #20,Corporation #33736,False
C_001241,80A1E7930,1,6431.27,P_0003,27755,Australia Bank #47,Corporation #33736,False
C_001242,80A1FB9F0,1,6616.04,P_0161,6,India Bank #0,Corporation #33736,True
C_001243,80A254E10,1,196.25,P_0116,327734,Australia Bank #606,Corporation #34165,False
C_001244,80A27F2F0,3,2997.2200000000003,P_0131,228101,Australia Bank #17,Sole Proprietorship #44822,False
C_001245,80A2A5D10,1,7567.54,P_0185,228009,Australia Bank #22,Sole Proprietorship #35781,True
C_001246,80A2DE560,1,17065.68,P_0110,15,Japan Bank #0,Sole Proprietorship #51055,True
C_001247,80A32F2B0,1,9970.25,P_0092,115915,Flagstone Community Bank,Sole Proprietorship #12012,True
C_001248,80A42A870,1,1327255.9,P_0135,12,National Bank of the East,Partnership #44561,True
C_001249,80A43FE30,1,14701.42,P_0072,1132,Mexico Bank #16,Partnership #36511,True
C_001250,80A480AC0,1,1360580.24,P_0034,111141,Greece Bank #570,Corporation #24771,True
C_001251,80A49BA50,1,5814.03,P_0083,228054,Australia Bank #23,Partnership #36506,True
C_001252,80A5176A0,1,967537.34,P_0170,211,UK Bank #29,Partnership #45845,True
C_001253,80A5DCAE0,1,10365.43,P_0185,28416,Australia Bank #45,Partnership #36230,True
C_001254,80A5F2BC0,1,7755.91,P_0199,211,UK Bank #29,Sole Proprietorship #35585,True
C_001255,80A5FA9F0,1,1029.32,P_0116,327897,Australia Bank #95,Corporation #34164,False
C_001256,80A61E590,1,6100.62,P_0071,28690,Australia Bank #34,Partnership #36506,False
C_001257,80A620720,1,2520.54,P_0071,28237,Australia Bank #26,Corporation #33955,False
C_001258,80A668060,1,1190.24,P_0139,117907,France Bank #63,Partnership #27420,False
C_001259,80A66B910,1,1796611.66,P_0135,16254,Belgium Bank #152,Corporation #38502,True
C_001260,80A66F460,1,187.01,P_0139,218755,France Bank #424,Corporation #40447,False
C_001261,80A673510,1,6726.34,P_0114,21922,Italy Bank #1275,Corporation #24587,True
C_001262,80A674D10,1,1287.29,P_0139,17769,Netherlands Bank #507,Sole Proprietorship #27044,False
C_001263,80A692BC0,1,2133.41,P_0139,14290,Germany Bank #116,Sole Proprietorship #28659,False
C_001264,80A692C10,1,122.55,P_0139,16354,Germany Bank #124,Corporation #20614,False
C_001265,80A693970,1,792.29,P_0139,16418,Germany Bank #62,Corporation #25545,False
C_001266,80A694E30,1,11.45,P_0139,19777,Spain Bank #1115,Corporation #42766,False
C_001267,80A6A5800,1,21086.55,P_0199,24840,Croatia Bank #36,Corporation #21504,True
C_001268,80A716810,1,782654.51,P_0135,125699,Plateau Bank,Partnership #5333,True
C_001269,80A7475A0,1,9457.86,P_0066,15643,Spain Bank #114,Corporation #12611,True
C_001270,80A79C440,1,9563.62,P_0185,6625,Portugal Bank #128,Partnership #23242,True
C_001271,80A847310,1,937.15,P_0145,28603,Australia Bank #43,Sole Proprietorship #40518,True
C_001272,80A8E3230,1,9687.63,P_0086,214100,France Bank #984,Partnership #27416,True
C_001273,80A8E65D0,1,94.97,P_0177,24144,France Bank #52,Sole Proprietorship #27364,True
C_001274,80A9491C0,1,782356.91,P_0170,19740,China Bank #16,Partnership #40234,True
C_001275,80A98C410,1,15914.76,P_0062,28222,Australia Bank #33,Partnership #36506,True
C_001276,80A9E6B10,1,14132.6,P_0160,27621,Australia Bank #20,Corporation #33911,True
C_001277,80AA05290,1,13837.79,P_0039,21615,China Bank #340,Corporation #28308,True
C_001278,80AA1FDC0,1,657.02,P_0099,31765,China Bank #966,Corporation #28925,False
C_001279,80AA54A80,1,321.57,P_0116,329309,Australia Bank #596,Partnership #36506,False
C_001280,80AA68C00,1,5034.37,P_0117,21745,Austria Bank #2,Partnership #27322,True
C_001281,80AA89060,1,103127796.64,P_0034,28611,Australia Bank #162,Partnership #36506,True
C_001282,80AA959F0,1,306.29,P_0157,7,India Bank #25,Corporation #32940,False
C_001283,80AA95A90,1,3864.13,P_0157,23289,UK Bank #94,Sole Proprietorship #34405,False
C_001284,80AA9B110,1,2581.64,P_0157,220541,UK Bank #31,Partnership #50823,False
C_001285,80AA9C990,1,1835.56,P_0157,220504,UK Bank #20,Corporation #32967,False
C_001286,80AA9FE50,1,430.1,P_0157,122946,UK Bank #56,Corporation #33041,False
C_001287,80AAA1680,1,2451.12,P_0157,122405,UK Bank #6,Corporation #32237,False
C_001288,80AAA1FE0,1,809.37,P_0157,122545,UK Bank #59,Sole Proprietorship #33895,True
C_001289,80AAA8EA0,1,480.79,P_0157,122405,UK Bank #6,Corporation #32995,False
C_001290,80AAA9790,1,2752.96,P_0157,23497,UK Bank #4,Corporation #33001,False
C_001291,80AAB0290,1,9053.8,P_0019,21568,UK Bank #30,Sole Proprietorship #47408,True
C_001292,80AAE89D0,1,20.13,P_0155,311233,Savings Bank of Portsmouth,Individual #21,False
C_001293,80AB54F20,1,2259.6,P_0014,215841,First Bank of Pittsburgh,Sole Proprietorship #16430,False
C_001294,80AB68AA0,1,2725.45,P_0014,226041,Bank of Danbury,Partnership #11001,False
C_001295,80AB6E640,1,1670.01,P_0014,18015,First Bank of Tampa,Sole Proprietorship #14257,False
C_001296,80AB6FF00,1,2480.14,P_0014,27564,Savings Bank of Newbury,Corporation #12445,False
C_001297,80AB70170,1,2170.09,P_0014,28733,Regents Bank,Corporation #40917,False
C_001298,80AB76170,1,1137.97,P_0014,1729,Willows Bancorp,Sole Proprietorship #21965,False
C_001299,80AB76670,1,2052.05,P_0014,113779,First Bank of Arkadelphia,Corporation #40917,False
C_001300,80AB76E40,1,663.46,P_0014,115159,First Bank of Billings,Partnership #3088,False
C_001301,80AB8A580,1,1692.73,P_0155,31108,Savings Bank of Danbury,Corporation #2129,False
C_001302,80AB8D320,1,10882.25,P_0160,17615,Germany Bank #32,Partnership #26269,True
C_001303,80ABCB960,1,251.79,P_0056,329548,Italy Bank #4438,Sole Proprietorship #42059,False
C_001304,80ABDD6E0,1,2876.57,P_0092,11056,Germany Bank #214,Corporation #22482,True
C_001305,80AC45000,1,201.45,P_0116,329622,Australia Bank #844,Individual #95,False
C_001306,80AC45CA0,1,6824.45,P_0066,1124,First Bank of Plattsburg,Corporation #12473,True
C_001307,80AD0E790,1,844.91,P_0071,28768,Australia Bank #63,Partnership #36506,False
C_001308,80AD0FD80,1,953.52,P_0071,128960,Australia Bank #314,Corporation #43613,False
C_001309,80AD1E9E0,1,4087.31,P_0071,15,Japan Bank #0,Partnership #36506,False
C_001310,80AD21810,1,5500.89,P_0071,127593,Australia Bank #18,Corporation #33736,False
C_001311,80AD21BD0,1,4251.38,P_0071,129293,Australia Bank #57,Corporation #34165,False
C_001312,80AD26D80,1,5287.85,P_0071,229122,Australia Bank #25,Corporation #33736,False
C_001313,80AD7E420,1,1854.58,P_0028,6,India Bank #0,Corporation #33736,False
C_001314,80AD89AE0,1,1938.9,P_0028,28603,Australia Bank #43,Corporation #33736,False
C_001315,80AD8AD30,1,2616.38,P_0028,128960,Australia Bank #314,Corporation #33736,False
C_001316,80AD8D6E0,1,6298.15,P_0028,29664,Australia Bank #39,Corporation #33736,False
C_001317,80AD960E0,1,5909.6,P_0177,27755,Australia Bank #47,Sole Proprietorship #5836,True
C_001318,80ADA1200,1,3250.17,P_0028,228587,Australia Bank #21,Corporation #33736,False
C_001319,80ADA21A0,1,1134.37,P_0028,128727,Australia Bank #50,Partnership #36506,False
C_001320,80ADA21F0,1,6763.87,P_0028,127593,Australia Bank #18,Corporation #33736,False
C_001321,80ADA4090,1,4206.6,P_0028,28768,Australia Bank #63,Partnership #36359,False
C_001322,80ADA5FA0,1,534.58,P_0028,28094,Australia Bank #27,Partnership #36506,False
C_001323,80ADBB8A0,1,783397.68,P_0034,128590,Australia Bank #83,Partnership #786,True
C_001324,80ADE3B50,1,513.76,P_0116,329240,Australia Bank #616,Partnership #36506,False
C_001325,80ADFECB0,1,401.32,P_0155,329923,Bank of Miami,Partnership #16865,False
C_001326,80AE6EAD0,1,1727893.08,P_0135,220,National Bank of Pittsburgh,Partnership #3923,True
C_001327,80AE76620,1,450.12,P_0155,37393,Sappo Credit Union,Corporation #219,False
C_001328,80AE9A7B0,1,10054.02,P_0106,3698,First Bank of Springfield,Partnership #15229,True
C_001329,80AEBECB0,1,1565.84,P_0092,26442,National Bank of Fort Wayne,Corporation #749,True
C_001330,80AEF57F0,1,88.61,P_0155,310208,Sunrise Bancorp,Sole Proprietorship #2576,False
C_001331,80AF0C520,2,1099.1,P_0056,31755,Italy Bank #4548,Partnership #27562,False
C_001332,80AF148E0,1,10876.39,P_0060,18107,China Bank #37,Sole Proprietorship #29889,False
C_001333,80AF1A340,1,20319.96,P_0060,222965,China Bank #358,Sole Proprietorship #29875,False
C_001334,80AF1A9D0,1,8976.43,P_0060,5627,China Bank #9,Partnership #31052,False
C_001335,80AF1ABB0,1,31053.91,P_0060,225622,China Bank #40,Sole Proprietorship #29928,False
C_001336,80AF1E150,1,4934.95,P_0060,18097,China Bank #8,Corporation #28914,False
C_001337,80AF1F630,1,26886.58,P_0002,19318,China Bank #38,Sole Proprietorship #29878,True
C_001338,80AF20FD0,1,14645.29,P_0060,29944,China Bank #68,Sole Proprietorship #30151,False
C_001339,80AF24890,1,58.23,P_0060,225622,China Bank #40,Partnership #31107,False
C_001340,80AF24A20,1,19792.4,P_0060,8248,China Bank #39,Partnership #31121,False
C_001341,80AF25220,1,30288.51,P_0060,112078,China Bank #76,Sole Proprietorship #29653,False
C_001342,80AF84530,1,13024965.19,P_0199,28416,Australia Bank #45,Sole Proprietorship #53126,True
C_001343,80AFCBC70,1,3400.6,P_0116,327829,Australia Bank #200,Partnership #36224,False
C_001344,80B061620,1,4435.08,P_0066,19,Australia Bank #3,Corporation #19190,True
C_001345,80B0C3F40,2,16753.57,P_0131,228101,Australia Bank #17,Partnership #36466,True
C_001346,80B0C3F40,1,23526.06,P_0171,228101,Australia Bank #17,Partnership #36466,True
C_001347,80B0F1830,1,16280.79,P_0083,21615,China Bank #340,Partnership #31078,True
C_001348,80B114B30,1,4811.94,P_0089,19818,China Bank #64,Partnership #30410,False
C_001349,80B114EA0,1,14273.16,P_0089,14,China Bank #13,Corporation #29340,False
C_001350,80B127240,1,31378.56,P_0089,9691,China Bank #24,Corporation #29408,False
C_001351,80B128E20,1,25102.34,P_0089,5627,China Bank #9,Sole Proprietorship #29979,False
C_001352,80B136B30,1,15059.39,P_0086,20822,China Bank #35,Corporation #47556,True
C_001353,80B13BAF0,1,23459.11,P_0089,19318,China Bank #38,Corporation #28482,False
C_001354,80B142090,1,17651.97,P_0089,24544,China Bank #225,Partnership #30684,False
C_001355,80B169DD0,1,12789.22,P_0159,19740,China Bank #16,Partnership #7052,True
C_001356,80B1BCDA0,1,16151.4,P_0089,23146,China Bank #19,Partnership #30978,False
C_001357,80B2A6480,1,2272.72,P_0128,28317,Australia Bank #30,Corporation #33736,False
C_001358,80B2A7F10,1,1094.29,P_0128,128636,Australia Bank #31,Corporation #33736,False
C_001359,80B2A8910,1,1500.11,P_0128,228101,Australia Bank #17,Corporation #33736,False
C_001360,80B2A9540,1,738.24,P_0128,29664,Australia Bank #39,Sole Proprietorship #35864,False
C_001361,80B2AB2A0,1,5353.04,P_0128,30039,Australia Bank #248,Partnership #36506,False
C_001362,80B2AC1B0,1,671.15,P_0128,19,Australia Bank #3,Sole Proprietorship #44822,False
C_001363,80B2B1B00,1,4559.81,P_0128,30075,Australia Bank #401,Partnership #36506,False
C_001364,80B2BA800,1,876.57,P_0128,128737,Australia Bank #284,Corporation #33736,False
C_001365,80B2BA8F0,1,12.71,P_0128,127593,Australia Bank #18,Corporation #33736,False
C_001366,80B3DD4D0,1,14593.67,P_0007,26024,Hilltop Trust Bank,Partnership #15492,True
C_001367,80B434CB0,1,115163.87,P_0044,27637,Spruce Bancorp,Sole Proprietorship #8747,True
C_001368,80B4B2B30,1,357.47,P_0155,331108,Golden Federal Bank,Corporation #3107,False
C_001369,80B4BEFB0,1,19750.61,P_0154,19890,Hearthstone Bancorp,Partnership #15612,True
