account_id,role,account_number,bank_name,entity_name,is_fraudulent
C_000524,CLIENT,8031DBFE0,Germany Bank #38,Partnership #25375,True
C_000525,CLIENT,8031EB1D0,First Bank of Albany,Partnership #6789,False
C_000526,CLIENT,803288750,The Pine Federal Bank,Partnership #7363,False
C_000527,CLIENT,803297210,Savings Bank of Fairfield,Partnership #14597,False
C_000528,CLIENT,8032BB490,Heath Savings Bank,Partnership #7366,False
C_000529,CLIENT,8032BC5B0,Savings Bank of Detroit,Corporation #17679,False
C_000530,CLIENT,8032BDAA0,Bank of Fort Wayne,Partnership #720,False
C_000531,CLIENT,8033098C0,Savings Bank of Phoenix,Partnership #48265,False
C_000532,CLIENT,80337A8B0,Croatia Bank #36,Partnership #28665,False
C_000533,CLIENT,80337C400,Spain Bank #12,Corporation #24998,False
C_000534,CLIENT,8033D1170,Netherlands Bank #127,Sole Proprietorship #27033,False
C_000535,CLIENT,8033D3A90,France Bank #33,Partnership #28395,False
C_000536,CLIENT,8033D5DA0,Italy Bank #304,Partnership #24696,False
C_000537,CLIENT,8033DE400,Austria Bank #2,Partnership #7964,False
C_000538,CLIENT,8033E2790,Germany Bank #214,Corporation #24868,False
C_000539,CLIENT,8033F8090,National Bank of Boston,Partnership #7633,False
C_000540,CLIENT,80340DCF0,Acme Cooperative Bank,Sole Proprietorship #6651,True
C_000541,CLIENT,80342F060,First Bank of Detroit,Partnership #11085,True
C_000542,CLIENT,80349D400,National Bank of Boston,Partnership #17505,True
C_000543,CLIENT,8034D0820,Flagstone Bancorp,Partnership #2918,False
C_000544,CLIENT,8034E9AF0,Savings Bank of Fairfield,Corporation #14755,False
C_000545,CLIENT,8034EA210,Sappo Bank,Sole Proprietorship #3805,False
C_000546,CLIENT,8034EC110,Savings Bank of Fairfield,Corporation #5629,False
C_000547,CLIENT,8034ED400,First Bank of the North,Partnership #1109,False
C_000548,CLIENT,8034EF760,Bank of Hartford,Partnership #15146,False
C_000549,CLIENT,803509D50,First Bank of Hartford,Partnership #7309,True
C_000550,CLIENT,803528D30,Plateau Credit Union,Partnership #7344,False
C_000551,CLIENT,80352CBF0,National Bank of Laramie,Partnership #7345,False
C_000552,CLIENT,80352DE00,First Bank of Los Angeles,Sole Proprietorship #4025,False
C_000553,CLIENT,803531060,First Bank of Tuscon,Partnership #1570,False
C_000554,CLIENT,803616220,China Bank #10,Corporation #28458,True
C_000555,CLIENT,8036AE1C0,China Bank #340,Sole Proprietorship #54158,True
C_000556,CLIENT,8036B6370,China Bank #959,Partnership #31283,False
C_000557,CLIENT,803707DC0,China Bank #4,Partnership #30721,True
C_000558,CLIENT,80372CF70,France Bank #46,Corporation #28214,True
C_000559,CLIENT,803793A30,National Bank of Detroit,Partnership #7561,True
C_000560,CLIENT,8037951D0,Golden Bancorp,Partnership #19276,True
C_000561,CLIENT,803803990,China Bank #38,Partnership #30900,True
C_000562,CLIENT,80381C7A0,China Bank #41,Sole Proprietorship #46103,True
C_000563,CLIENT,80382B300,Japan Bank #0,Sole Proprietorship #30545,False
C_000564,CLIENT,803892E30,China Bank #6,Partnership #30356,True
C_000565,CLIENT,8038A96B0,China Bank #4,Corporation #28289,True
C_000566,CLIENT,8038DE530,Brownstone Trust Bank,Partnership #7636,True
C_000567,CLIENT,8038DF660,China Bank #69,Corporation #28399,True
C_000568,CLIENT,803908540,China Bank #9,Sole Proprietorship #30181,True
C_000569,CLIENT,80390F790,China Bank #38,Partnership #30825,True
C_000570,CLIENT,80391BE70,China Bank #61,Sole Proprietorship #52858,True
C_000571,CLIENT,803936B10,China Bank #815,Partnership #31313,False
C_000572,CLIENT,80399CED0,China Bank #26,Sole Proprietorship #29292,True
C_000573,CLIENT,8039B1E10,Japan Bank #8,Sole Proprietorship #30572,True
C_000574,CLIENT,8039D2050,Bank of Hartford,Partnership #14213,True
C_000575,CLIENT,8039DCF40,Japan Bank #41,Partnership #31646,True
C_000576,CLIENT,803A01980,Japan Bank #156,Partnership #31696,False
C_000577,CLIENT,803A1AC00,Japan Bank #35,Sole Proprietorship #31476,True
C_000578,CLIENT,803AE3170,Acme Federal Bank,Corporation #1602,False
C_000579,CLIENT,803B2B200,Japan Bank #22,Partnership #31646,True
C_000580,CLIENT,803B70100,Japan Bank #36,Partnership #31815,True
C_000581,CLIENT,803B7F120,Spruce Bancorp,Corporation #6031,True
C_000582,CLIENT,803C1D400,Bank of Denver,Sole Proprietorship #952,True
C_000583,CLIENT,803C2EC60,Acme Thrift,Sole Proprietorship #1412,True
C_000584,CLIENT,803C62630,Italy Bank #6,Partnership #24172,True
C_000585,CLIENT,803C66270,The Pine Federal Bank,Sole Proprietorship #2077,True
C_000586,CLIENT,803C83D60,Savings Bank of Phoenix,Corporation #11115,True
C_000587,CLIENT,803C8E640,Baltech Thrift,Sole Proprietorship #983,False
C_000588,CLIENT,803CA3E20,Golden Bancorp,Corporation #55228,False
C_000589,CLIENT,803CA44E0,Savings Bank of Huron,Corporation #7620,True
C_000590,CLIENT,803CA5E40,Acme Federal Bank,Partnership #6714,False
C_000591,CLIENT,803CA74A0,Bank of Springfield,Sole Proprietorship #7424,False
C_000592,CLIENT,803CA9090,National Bank of Danbury,Corporation #4341,False
C_000593,CLIENT,803CAB8E0,First Bank of Montpelier,Partnership #2330,False
C_000594,CLIENT,803CABBA0,Arbor Savings Bank,Sole Proprietorship #7429,False
C_000595,CLIENT,803CB25D0,Acme Federal Bank,Corporation #17060,False
C_000596,CLIENT,803CB7C80,Plandor Trust Bank,Sole Proprietorship #7437,False
C_000597,CLIENT,803CC8F60,Japan Bank #45,Corporation #30208,True
C_000598,CLIENT,803CFE980,Slovakia Bank #106,Sole Proprietorship #22420,True
C_000599,CLIENT,803D15580,Germany Bank #124,Partnership #25544,True
C_000600,CLIENT,803D94320,Japan Bank #41,Partnership #31653,True
C_000601,CLIENT,803D99E70,Japan Bank #46,Corporation #29718,True
C_000602,CLIENT,803DE4A90,Japan Bank #0,Partnership #31639,True
C_000603,CLIENT,803E16070,Bank of Milford,Partnership #5554,False
C_000604,CLIENT,803E261B0,First Bank of Houston,Partnership #8037,True
C_000605,CLIENT,803E42EC0,Plandor Trust Bank,Corporation #50615,False
C_000606,CLIENT,803E75780,Japan Bank #45,Partnership #31646,True
C_000607,CLIENT,803ED04F0,Japan Bank #22,Corporation #29578,True
C_000608,CLIENT,803F5E160,Japan Bank #18,Sole Proprietorship #31369,False
C_000609,CLIENT,803F5F9E0,Japan Bank #45,Partnership #31646,False
C_000610,CLIENT,803F7BFD0,Japan Bank #0,Sole Proprietorship #31560,False
C_000611,CLIENT,803F7CB60,Japan Bank #44,Partnership #8169,False
C_000612,CLIENT,803F7D750,Japan Bank #13,Partnership #39280,False
C_000613,CLIENT,803F7D7A0,Japan Bank #8,Sole Proprietorship #30818,False
C_000614,CLIENT,803F85BC0,Japan Bank #41,Sole Proprietorship #30658,False
C_000615,CLIENT,803F9CB00,Japan Bank #18,Corporation #46485,True
C_000616,CLIENT,803FF3D90,First Bank of Lacrosse,Corporation #352,True
C_000617,CLIENT,803FFE7B0,National Bank of the East,Corporation #52794,False
C_000618,CLIENT,803FFF060,Bank of Hartford,Corporation #44950,False
C_000619,CLIENT,804000110,Flagstone Bancorp,Sole Proprietorship #7638,False
C_000620,CLIENT,804002180,Baltech Thrift,Partnership #8143,False
C_000621,CLIENT,804007450,First Bank of Lacrosse,Sole Proprietorship #1454,False
C_000622,CLIENT,80400CD90,Savings Bank of Newport,Sole Proprietorship #974,False
C_000623,CLIENT,80400D790,Savings Bank of Los Angeles,Corporation #8475,False
C_000624,CLIENT,804010010,Savings Bank of Detroit,Partnership #4807,False
C_000625,CLIENT,80411A570,Japan Bank #303,Partnership #42146,False
C_000626,CLIENT,8041293F0,Japan Bank #50,Corporation #29525,True
C_000627,CLIENT,80414D430,Japan Bank #18,Partnership #31646,False
C_000628,CLIENT,8041535D0,Japan Bank #24,Corporation #29863,False
C_000629,CLIENT,804154080,Japan Bank #312,Sole Proprietorship #31025,False
C_000630,CLIENT,8041553F0,Japan Bank #44,Corporation #29578,False
C_000631,CLIENT,804157340,Japan Bank #0,Corporation #29861,False
C_000632,CLIENT,804157930,Japan Bank #179,Sole Proprietorship #31025,False
C_000633,CLIENT,804159070,Japan Bank #55,Partnership #31639,False
C_000634,CLIENT,80415B520,Japan Bank #13,Sole Proprietorship #31025,False
C_000635,CLIENT,80415B840,Japan Bank #179,Corporation #29935,False
C_000636,CLIENT,804162D10,Japan Bank #43,Corporation #30217,True
C_000637,CLIENT,804199520,National Bank of Laramie,Sole Proprietorship #7045,False
C_000638,CLIENT,80419C290,Bank of New York,Partnership #7326,False
C_000639,CLIENT,80419D520,Arbor Savings Bank,Corporation #5479,False
C_000640,CLIENT,8041A3440,Savings Bank of Laramie,Sole Proprietorship #5335,True
C_000641,CLIENT,8041AE410,Greece Bank #5561,Partnership #24236,False
C_000642,CLIENT,8041BF7D0,First Bank of Springfield,Corporation #6496,False
C_000643,CLIENT,8041BF870,Sea Bank,Partnership #9522,False
C_000644,CLIENT,8041DDAA0,Savings Bank of Topeka,Partnership #7094,False
C_000645,CLIENT,8041DE150,Regents Thrift,Partnership #20292,False
C_000646,CLIENT,8041EA620,First Bank of Springfield,Partnership #8260,False
C_000647,CLIENT,8041EAC10,Regents Thrift,Sole Proprietorship #7758,False
C_000648,CLIENT,8041EACB0,Plateau Credit Union,Sole Proprietorship #13540,False
C_000649,CLIENT,8041EAE90,Hilltop Cooperative Bank,Corporation #18488,False
C_000650,CLIENT,8041EBB50,National Bank of Danbury,Partnership #8261,False
C_000651,CLIENT,8041EE000,First Bank of Springfield,Partnership #1923,False
C_000652,CLIENT,8041EEB20,First Bank of Arkadelphia,Corporation #6467,False
C_000653,CLIENT,8041F2330,Flagstone Bancorp,Sole Proprietorship #7760,False
C_000654,CLIENT,804220990,Savings Bank of New York,Partnership #5900,False
C_000655,CLIENT,80426CBE0,Willows Bancorp,Partnership #8374,False
C_000656,CLIENT,80426DD10,National Bank of Detroit,Sole Proprietorship #20728,False
C_000657,CLIENT,80426E0D0,Bank of Detroit,Corporation #6559,False
C_000658,CLIENT,80426F040,First Bank of Indianapolis,Corporation #6565,False
C_000659,CLIENT,80426F9F0,Savings Bank of Seattle,Partnership #5698,False
C_000660,CLIENT,80426FEA0,Flagstone Federal Bank,Corporation #5299,False
C_000661,CLIENT,804290F90,Savings Bank of Butte,Partnership #5821,True
C_000662,CLIENT,8042A4260,Sea Bank,Sole Proprietorship #4186,False
C_000663,CLIENT,8042E6710,France Bank #52,Sole Proprietorship #47875,True
C_000664,CLIENT,80437CC40,Savings Bank of Lacrosse,Partnership #15469,False
C_000665,CLIENT,8043A3B30,National Bank of Arkadelphia,Corporation #17907,False
C_000666,CLIENT,8043B07C0,Sappo Bancorp,Sole Proprietorship #7920,True
C_000667,CLIENT,8043B3220,Arbor Savings Bank,Partnership #14085,False
C_000668,CLIENT,8043B3630,First Bank of Hartford,Partnership #8443,False
C_000669,CLIENT,8043B3AB0,First Bank of Tampa,Partnership #8442,False
C_000670,CLIENT,8043B3D70,Savings Bank of Phoenix,Corporation #18985,False
C_000671,CLIENT,8043B7D50,National Bank of Helena,Partnership #5431,False
C_000672,CLIENT,8043B8100,First Bank of Lacrosse,Sole Proprietorship #6041,False
C_000673,CLIENT,804404E30,Japan Bank #36,Partnership #47946,True
C_000674,CLIENT,8044218D0,National Bank of Boston,Sole Proprietorship #3965,True
C_000675,CLIENT,8044456B0,Japan Bank #46,Corporation #29972,True
C_000676,CLIENT,8044CB690,First Bank of Springfield,Partnership #1092,True
C_000677,CLIENT,8044E2C30,Japan Bank #63,Corporation #30029,True
C_000678,CLIENT,8044FA220,Japan Bank #816,Corporation #29862,False
C_000679,CLIENT,80451C2E0,Acme Federal Bank,Partnership #6922,True
C_000680,CLIENT,80451FEA0,Capital Trust Bank,Corporation #6696,False
C_000681,CLIENT,8045CEDC0,Oasis Bank,Partnership #10474,False
C_000682,CLIENT,8045D1B90,Sappo Bank,Corporation #4956,False
C_000683,CLIENT,8045D60B0,First Bank of Boston,Partnership #3849,False
C_000684,CLIENT,8045D96D0,Savings Bank of Lacrosse,Partnership #3512,False
C_000685,CLIENT,8045DD3B0,First Bank of New Orleans,Corporation #6759,False
C_000686,CLIENT,8045DDC70,National Bank of Detroit,Corporation #14107,False
C_000687,CLIENT,8045E84A0,Japan Bank #436,Corporation #29863,False
C_000688,CLIENT,804622AD0,Japan Bank #58,Sole Proprietorship #31308,True
C_000689,CLIENT,8046427D0,Japan Bank #53,Sole Proprietorship #31592,True
C_000690,CLIENT,804671B60,Japan Bank #41,Sole Proprietorship #31337,True
C_000691,CLIENT,80468FA70,Japan Bank #41,Sole Proprietorship #31351,True
C_000692,CLIENT,8046D5A70,Germany Bank #133,Partnership #45637,True
C_000693,CLIENT,804844840,Bank of Butte,Sole Proprietorship #2068,True
C_000694,CLIENT,8048C52A0,Netherlands Bank #3926,Sole Proprietorship #29257,False
C_000695,CLIENT,8048CB7A0,China Bank #39,Partnership #30356,True
C_000696,CLIENT,8048E30F0,First Bank of Chicago,Partnership #8763,True
C_000697,CLIENT,804909F00,Germany Bank #32,Sole Proprietorship #23257,False
C_000698,CLIENT,804916DF0,France Bank #111,Corporation #22588,False
C_000699,CLIENT,8049240D0,France Bank #111,Partnership #25509,False
C_000700,CLIENT,804924210,Belgium Bank #87,Sole Proprietorship #22700,False
C_000701,CLIENT,804924E40,Netherlands Bank #55,Corporation #27801,False
C_000702,CLIENT,80493AB10,Bank of Boston,Corporation #13610,False
C_000703,CLIENT,80493B000,Bank of the West,Sole Proprietorship #39984,False
C_000704,CLIENT,8049DF570,India Bank #2,Sole Proprietorship #31648,True
C_000705,CLIENT,804A57800,Netherlands Bank #195,Partnership #24835,False
C_000706,CLIENT,804A5CB10,Belgium Bank #417,Sole Proprietorship #42042,False
C_000707,CLIENT,804A5EDC0,France Bank #4358,Partnership #29440,False
C_000708,CLIENT,804A63A90,Germany Bank #239,Corporation #37409,False
C_000709,CLIENT,804A66840,Germany Bank #65,Partnership #24852,True
C_000710,CLIENT,804A67C40,Portugal Bank #473,Corporation #20762,False
C_000711,CLIENT,804A6AD60,Spain Bank #81,Corporation #20865,False
C_000712,CLIENT,804A6B820,Italy Bank #685,Partnership #42835,False
C_000713,CLIENT,804A6CD50,Belgium Bank #26,Corporation #21598,False
C_000714,CLIENT,804A6DAB0,Germany Bank #322,Sole Proprietorship #38965,False
C_000715,CLIENT,804A8B6A0,India Bank #30,Sole Proprietorship #31648,True
C_000716,CLIENT,804A8ED70,India Bank #84,Corporation #41376,False
C_000717,CLIENT,804AB26D0,India Bank #6,Corporation #54478,False
C_000718,CLIENT,804AB8130,India Bank #26,Partnership #52143,False
C_000719,CLIENT,804B1A1C0,India Bank #69,Partnership #32618,False
C_000720,CLIENT,804B1A940,India Bank #32,Corporation #30526,False
C_000721,CLIENT,804B28A20,India Bank #25,Partnership #32618,False
C_000722,CLIENT,804B2B4D0,India Bank #34,Sole Proprietorship #31648,False
C_000723,CLIENT,804B3A880,India Bank #6,Partnership #51400,False
C_000724,CLIENT,804B43600,Flagstone Bancorp,Corporation #17371,False
C_000725,CLIENT,804B45400,China Bank #14,Corporation #30398,False
C_000726,CLIENT,804B9FA50,India Bank #28,Partnership #32618,True
C_000727,CLIENT,804BD06D0,India Bank #69,Sole Proprietorship #43116,True
C_000728,CLIENT,804BD70D0,National Bank of the East,Corporation #53108,True
C_000729,CLIENT,804BF4310,France Bank #4210,Partnership #39119,False
C_000730,CLIENT,804C4A090,India Bank #140,Sole Proprietorship #31818,False
C_000731,CLIENT,804D08FE0,India Bank #0,Sole Proprietorship #41249,False
C_000732,CLIENT,804E674E0,Sappo Federal Bank,Corporation #5633,True
C_000733,CLIENT,804E76DF0,Savings Bank of Fairfield,Partnership #38442,True
C_000734,CLIENT,804F47D50,India Bank #59,Corporation #48076,True
C_000735,CLIENT,804F4AED0,India Bank #277,Partnership #32618,False
C_000736,CLIENT,804FCC420,India Bank #1154,Partnership #39325,False
C_000737,CLIENT,804FE2220,India Bank #15,Partnership #32618,True
C_000738,CLIENT,804FF77B0,India Bank #7,Partnership #13692,True
C_000739,CLIENT,805016710,India Bank #32,Partnership #33053,True
C_000740,CLIENT,805049F80,National Bank of the East,Corporation #1682,False
C_000741,CLIENT,805090B10,Plandor Trust Bank,Corporation #7367,True
C_000742,CLIENT,8050A3DA0,Golden Credit Union,Sole Proprietorship #3855,True
C_000743,CLIENT,8050CBD30,India Bank #28,Partnership #32618,False
C_000744,CLIENT,8050CCBD0,India Bank #29,Sole Proprietorship #31648,False
C_000745,CLIENT,8050CCE00,India Bank #59,Corporation #31432,False
C_000746,CLIENT,8050CD030,India Bank #27,Corporation #31279,False
C_000747,CLIENT,8050D0DA0,India Bank #59,Partnership #32618,False
C_000748,CLIENT,8050D4A40,India Bank #27,Partnership #32618,False
C_000749,CLIENT,8050DEC30,India Bank #44,Partnership #32636,False
C_000750,CLIENT,8050E5110,India Bank #28,Corporation #30805,False
C_000751,CLIENT,805148BD0,Ireland Bank #71,Sole Proprietorship #24892,True
C_000752,CLIENT,80514C390,Portugal Bank #371,Corporation #54807,True
C_000753,CLIENT,80514DE20,First Bank of Springfield,Corporation #7408,True
C_000754,CLIENT,8051A6D90,Capital Trust Bank,Partnership #15546,False
C_000755,CLIENT,8051AB5D0,Savings Bank of Butte,Sole Proprietorship #8849,False
C_000756,CLIENT,8051B0790,Savings Bank of Fairfield,Partnership #9388,False
C_000757,CLIENT,8051E3B20,First Bank of Indianapolis,Partnership #9358,True
C_000758,CLIENT,8051EB080,Bank of New York,Partnership #9390,False
C_000759,CLIENT,8051F0120,Plandor Trust Bank,Corporation #13748,False
C_000760,CLIENT,8051F0A90,Bank of Boston,Partnership #42607,False
C_000761,CLIENT,8051F6EC0,Spruce Bancorp,Sole Proprietorship #16510,False
C_000762,CLIENT,8051FE490,Bank of Arkadelphia,Sole Proprietorship #2347,False
C_000763,CLIENT,8052A7650,First Bank of Houston,Partnership #9486,False
C_000764,CLIENT,8052AA960,Flagstone Federal Bank,Partnership #17051,False
C_000765,CLIENT,8052CC970,Mountain Trust Bank,Sole Proprietorship #1,False
C_000766,CLIENT,8052F0D90,First Bank of Arkadelphia,Sole Proprietorship #15827,False
C_000767,CLIENT,8052F0DE0,Bank of Springfield,Partnership #21973,False
C_000768,CLIENT,8053046F0,Savings Bank of Sacramento,Sole Proprietorship #8963,False
C_000769,CLIENT,8053051B0,Bank of Providence,Sole Proprietorship #8965,False
C_000770,CLIENT,805306A30,First Bank of Los Angeles,Sole Proprietorship #7092,False
C_000771,CLIENT,805307550,Arbor Bancorp,Partnership #4379,False
C_000772,CLIENT,805307640,Bank of Arkadelphia,Sole Proprietorship #7697,True
C_000773,CLIENT,805307690,Bank of Arkadelphia,Sole Proprietorship #46897,False
C_000774,CLIENT,805316300,Italy Bank #6,Partnership #21224,True
C_000775,CLIENT,80534C060,India Bank #32,Corporation #30885,True
C_000776,CLIENT,805373270,India Bank #2,Sole Proprietorship #31648,False
C_000777,CLIENT,80537FD10,India Bank #53,Partnership #32618,False
C_000778,CLIENT,805384DD0,India Bank #2,Sole Proprietorship #31648,True
C_000779,CLIENT,805391A30,India Bank #59,Corporation #31433,False
C_000780,CLIENT,8053BE3E0,India Bank #27,Sole Proprietorship #31648,True
C_000781,CLIENT,8053C0C10,India Bank #40,Sole Proprietorship #31648,True
C_000782,CLIENT,8053C6580,India Bank #621,Partnership #39325,False
C_000783,CLIENT,805406270,India Bank #38,Corporation #31441,False
C_000784,CLIENT,80540FE40,India Bank #1041,Corporation #30417,False
C_000785,CLIENT,805419E40,India Bank #45,Partnership #33780,False
C_000786,CLIENT,80541AC10,India Bank #7,Partnership #32618,False
C_000787,CLIENT,80541DD60,India Bank #6,Partnership #32636,False
C_000788,CLIENT,80542BAA0,India Bank #6,Partnership #33783,False
C_000789,CLIENT,80542C550,India Bank #0,Partnership #33784,False
C_000790,CLIENT,80542E070,India Bank #32,Partnership #41293,False
C_000791,CLIENT,80543C3C0,India Bank #76,Partnership #33091,True
C_000792,CLIENT,80543FE20,India Bank #127,Corporation #41376,False
C_000793,CLIENT,805456420,India Bank #69,Partnership #32618,False
C_000794,CLIENT,8054569F0,India Bank #433,Partnership #33819,False
C_000795,CLIENT,80545FA60,India Bank #49,Sole Proprietorship #31648,False
C_000796,CLIENT,80548FCD0,India Bank #27,Corporation #48479,False
C_000797,CLIENT,805498620,India Bank #76,Partnership #32618,False
C_000798,CLIENT,8054A4000,India Bank #12,Partnership #32618,False
C_000799,CLIENT,8054CDB10,India Bank #76,Partnership #32618,False
C_000800,CLIENT,8054D8C00,India Bank #36,Corporation #31390,True
C_000801,CLIENT,8054E4E40,India Bank #29,Sole Proprietorship #31648,False
C_000802,CLIENT,8054E6B90,China Bank #14,Partnership #33781,False
C_000803,CLIENT,8054E7D40,India Bank #26,Partnership #52143,False
C_000804,CLIENT,8054FB670,India Bank #15,Partnership #33779,False
C_000805,CLIENT,8054FCA70,India Bank #56,Corporation #48479,False
C_000806,CLIENT,805507350,India Bank #44,Corporation #30403,False
C_000807,CLIENT,80553D340,First Bank of Augusta,Corporation #42494,False
C_000808,CLIENT,8055AE170,Bank of New York,Partnership #5843,True
C_000809,CLIENT,8055F7FF0,India Bank #15,Sole Proprietorship #31648,True
C_000810,CLIENT,80563D160,India Bank #2,Sole Proprietorship #32285,True
C_000811,CLIENT,8056D24A0,Germany Bank #234,Sole Proprietorship #24041,True
C_000812,CLIENT,8057ABC10,Spain Bank #3902,Partnership #52885,False
C_000813,CLIENT,8057B0230,Plandor Savings Bank,Corporation #39936,False
C_000814,CLIENT,8057B2BA0,Bank of the East,Partnership #5779,False
C_000815,CLIENT,8057BA770,Savings Bank of Sacramento,Partnership #18730,True
C_000816,CLIENT,8057C54A0,Savings Bank of Huron,Sole Proprietorship #9256,True
C_000817,CLIENT,8057DA9D0,Savings Bank of Newport,Corporation #40774,False
C_000818,CLIENT,8057DE330,Plandor Trust Bank,Partnership #4102,False
C_000819,CLIENT,8057DE380,Bank of the West,Corporation #7855,False
C_000820,CLIENT,8057F0630,Spruce Cooperative Bank,Sole Proprietorship #9110,False
C_000821,CLIENT,8057F3B50,First Bank of Springfield,Partnership #9809,False
C_000822,CLIENT,805821A90,Spain Bank #3276,Partnership #27378,False
C_000823,CLIENT,805886A80,India Bank #76,Partnership #33390,True
C_000824,CLIENT,8058FE420,India Bank #44,Partnership #33781,True
C_000825,CLIENT,80593EE80,Savings Bank of Albany,Partnership #50881,True
C_000826,CLIENT,805990DF0,China Bank #14,Partnership #39325,True
C_000827,CLIENT,8059A0B60,Bank of Chicago,Corporation #3870,False
C_000828,CLIENT,805A13780,Spain Bank #9,Corporation #22754,True
C_000829,CLIENT,805A16080,First Bank of Danbury,Sole Proprietorship #19344,True
C_000830,CLIENT,805A293A0,First Bank of Tuscon,Corporation #55310,False
C_000831,CLIENT,805A29830,Bank of Arkadelphia,Sole Proprietorship #9665,False
C_000832,CLIENT,805A2C0F0,Flagstone Bancorp,Corporation #46698,False
C_000833,CLIENT,805A4E490,Savings Bank of New York,Corporation #38013,False
C_000834,CLIENT,805A58280,First Bank of Albany,Partnership #43973,True
C_000835,CLIENT,805A69D20,Plandor Savings Bank,Partnership #5335,True
C_000836,CLIENT,805A92AA0,Hearthstone Savings Bank,Partnership #10211,False
C_000837,CLIENT,805ABBEE0,Savings Bank of Billings,Corporation #4056,True
C_000838,CLIENT,805AF1010,Germany Bank #234,Sole Proprietorship #24647,True
C_000839,CLIENT,805B266D0,Savings Bank of Detroit,Partnership #8349,False
C_000840,CLIENT,805B2B9E0,First Bank of New Orleans,Sole Proprietorship #12040,False
C_000841,CLIENT,805B30080,Savings Bank of Fairfield,Partnership #3354,False
C_000842,CLIENT,805B300D0,Savings Bank of New Orleans,Sole Proprietorship #9647,False
C_000843,CLIENT,805BDB340,National Bank of Madison,Partnership #10169,False
C_000844,CLIENT,805BE3B00,Savings Bank of Fairfield,Partnership #10192,False
C_000845,CLIENT,805BFD440,India Bank #215,Partnership #39325,False
C_000846,CLIENT,805C26F90,India Bank #17,Corporation #31213,True
C_000847,CLIENT,805C32550,India Bank #243,Partnership #32618,False
C_000848,CLIENT,805C69E20,India Bank #49,Sole Proprietorship #32880,True
C_000849,CLIENT,805CA5A30,India Bank #40,Partnership #33568,True
C_000850,CLIENT,805CBDE40,National Bank of Denver,Sole Proprietorship #9720,False
C_000851,CLIENT,805CBED30,Hearthstone Savings Bank,Partnership #39579,False
C_000852,CLIENT,805CBEFB0,Acme Federal Bank,Corporation #6153,False
C_000853,CLIENT,805CC3EA0,First Bank of Tampa,Partnership #11705,False
C_000854,CLIENT,805CC3F40,National Bank of Danbury,Sole Proprietorship #9729,False
C_000855,CLIENT,805CC42B0,Savings Bank of Indianapolis,Sole Proprietorship #9650,False
C_000856,CLIENT,805CC4FA0,Plandor Trust Bank,Partnership #16322,False
C_000857,CLIENT,805CC4FF0,National Bank of Boston,Partnership #10242,False
C_000858,CLIENT,805CC81A0,Savings Bank of Milford,Partnership #6267,False
C_000859,CLIENT,805CCC6B0,Savings Bank of Harrisburg,Corporation #17758,False
C_000860,CLIENT,805CDA310,National Bank of Tuscon,Partnership #4161,False
C_000861,CLIENT,805CDC490,First Bank of Montpelier,Corporation #2935,False
C_000862,CLIENT,805CDE270,National Bank of Arkadelphia,Partnership #5707,False
C_000863,CLIENT,805CDE310,Plandor Trust Bank,Partnership #12315,False
C_000864,CLIENT,805CDF9C0,Savings Bank of Albany,Partnership #10249,False
C_000865,CLIENT,805CE0490,Acme Trust Bank,Partnership #2186,False
C_000866,CLIENT,805DAB3C0,India Bank #38,Sole Proprietorship #32720,True
C_000867,CLIENT,805E56740,India Bank #76,Partnership #32636,True
C_000868,CLIENT,805E65780,India Bank #606,Corporation #47614,True
C_000869,CLIENT,805EBB270,China Bank #6,Sole Proprietorship #27225,True
C_000870,CLIENT,805EC2490,Germany Bank #137,Sole Proprietorship #23257,True
C_000871,CLIENT,805ECF5B0,Savings Bank of Billings,Partnership #1936,False
C_000872,CLIENT,805F23670,India Bank #16,Partnership #33499,True
C_000873,CLIENT,805F3A3C0,India Bank #290,Partnership #49305,False
C_000874,CLIENT,805F3EB50,Future Bank,Corporation #40116,False
C_000875,CLIENT,805F44750,India Bank #167,Partnership #52143,False
C_000876,CLIENT,805FB4850,France Bank #3944,Sole Proprietorship #22644,False
C_000877,CLIENT,805FF2990,National Bank of Harrisburg,Corporation #14398,False
C_000878,CLIENT,805FFCD70,Brownstone Savings Bank,Partnership #17479,False
C_000879,CLIENT,806052200,First Bank of Fairfield,Corporation #9443,False
C_000880,CLIENT,80605A3E0,Heath Savings Bank,Partnership #867,True
C_000881,CLIENT,806069F30,Germany Bank #48,Sole Proprietorship #39027,True
C_000882,CLIENT,80606A5D0,National Bank of Danbury,Sole Proprietorship #52443,True
C_000883,CLIENT,8060AF260,National Bank of Laramie,Sole Proprietorship #32961,False
C_000884,CLIENT,8060E9190,Russia Bank #15,Partnership #33909,True
C_000885,CLIENT,80612AC70,National Bank of Laramie,Corporation #38735,False
C_000886,CLIENT,80613F530,Russia Bank #18,Partnership #33830,True
C_000887,CLIENT,806169AC0,National Bank of Laramie,Sole Proprietorship #32947,True
C_000888,CLIENT,8061AD3B0,Russia Bank #16,Partnership #33830,True
C_000889,CLIENT,8061C7360,India Bank #25,Partnership #33830,True
C_000890,CLIENT,8061CCEA0,Australia Bank #0,Sole Proprietorship #32941,True
C_000891,CLIENT,80629F9A0,Australia Bank #0,Corporation #50824,True
C_000892,CLIENT,8062E7A30,Belgium Bank #1228,Sole Proprietorship #27047,True
